"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"2549",2549,2019-04-23,2220.51,3.86,0.17,2217.61,2223.92,2212.14,481178,4922938,2032,2.5,1.75,4,2019
"2550",2550,2019-04-24,2201.03,-19.48,-0.88,2229.75,2229.75,2190.29,575100,6342430,2007,2.5,1.75,4,2019
"2551",2551,2019-04-25,2190.5,-10.53,-0.48,2195.47,2200.89,2187.44,441137,5610697,1989,2.5,1.75,4,2019
"2552",2552,2019-04-26,2179.31,-11.19,-0.51,2178.13,2186.52,2168.15,570172,5346146,1972,2.5,1.75,4,2019
"2553",2553,2019-04-29,2216.43,37.12,1.7,2183.41,2216.43,2181.82,380823,4985906,2029,2.5,1.75,4,2019
"2554",2554,2019-04-30,2203.59,-12.84,-0.58,2213.43,2215.77,2186.33,381414,5697107,2012,2.5,1.75,4,2019
"2555",2555,2019-05-02,2212.75,9.16,0.42,2192.94,2217.03,2191.3,369059,5026634,2024,2.5,1.75,5,2019
"2556",2556,2019-05-03,2196.32,-16.43,-0.74,2209.44,2211.36,2192.36,617878,5297907,2000,2.5,1.75,5,2019
"2557",2557,2019-05-07,2176.99,-19.33,-0.88,2172.39,2179.51,2160.44,484097,5467057,1969,2.5,1.75,5,2019
"2558",2558,2019-05-08,2168.01,-8.98,-0.41,2151.34,2179.34,2151.34,456334,5170591,1950,2.5,1.75,5,2019
"2559",2559,2019-05-09,2102.01,-66,-3.04,2159.79,2164.98,2102.01,743507,8236438,1809,2.5,1.75,5,2019
"2560",2560,2019-05-10,2108.04,6.03,0.29,2118.42,2124.92,2090.39,714766,6407849,1832,2.5,1.75,5,2019
"2561",2561,2019-05-13,2079.01,-29.03,-1.38,2091.8,2101.09,2077.72,505751,4601111,1760,2.5,1.75,5,2019
"2562",2562,2019-05-14,2081.84,2.83,0.14,2060.24,2093.41,2056.74,696195,5865912,1764,2.5,1.75,5,2019
"2563",2563,2019-05-15,2092.78,10.94,0.53,2081.92,2100.01,2076.46,577795,5052873,1785,2.5,1.75,5,2019
"2564",2564,2019-05-16,2067.69,-25.09,-1.2,2094.88,2095.58,2062.44,745164,6042440,1742,2.5,1.75,5,2019
"2565",2565,2019-05-17,2055.8,-11.89,-0.58,2081.57,2082.83,2053.79,537380,5378895,1722,2.5,1.75,5,2019
"2566",2566,2019-05-20,2055.71,-0.09,0,2066.53,2077.1,2051.69,640195,4889671,1723,2.5,1.75,5,2019
"2567",2567,2019-05-21,2061.25,5.54,0.27,2056.95,2076.47,2053.69,526859,5272369,1733,2.5,1.75,5,2019
"2568",2568,2019-05-22,2064.86,3.61,0.18,2068.65,2070.8,2048.01,509974,4637965,1740,2.5,1.75,5,2019
"2569",2569,2019-05-23,2059.59,-5.27,-0.26,2063.25,2065.86,2046.82,509269,4819255,1732,2.5,1.75,5,2019
"2570",2570,2019-05-24,2045.31,-14.28,-0.69,2047.3,2057.38,2035.98,480648,4581386,1700,2.5,1.75,5,2019
"2571",2571,2019-05-27,2044.21,-1.1,-0.05,2044.25,2055.13,2035.87,351616,3506627,1699,2.5,1.75,5,2019
"2572",2572,2019-05-28,2048.83,4.62,0.23,2044.77,2058.42,2038.52,494479,8080273,1712,2.5,1.75,5,2019
"2573",2573,2019-05-29,2023.32,-25.51,-1.25,2046.71,2046.71,2016.25,380894,4686652,1675,2.5,1.75,5,2019
"2574",2574,2019-05-30,2038.8,15.48,0.77,2024.33,2040.66,2023.91,461850,4978843,1703,2.5,1.75,5,2019
"2575",2575,2019-05-31,2041.74,2.94,0.14,2029.03,2048.9,2022.97,439182,5039081,1714,2.5,1.75,5,2019
"2576",2576,2019-06-03,2067.85,26.11,1.28,2031.03,2070.58,2029.17,387146,4640457,1754,2.5,1.75,6,2019
"2577",2577,2019-06-04,2066.97,-0.88,-0.04,2066.78,2072.19,2060.98,435992,4841761,1751,2.5,1.75,6,2019
"2578",2578,2019-06-05,2069.11,2.14,0.1,2084.16,2086.49,2065.71,380157,4506228,1757,2.5,1.75,6,2019
"2579",2579,2019-06-07,2072.33,3.22,0.16,2070.78,2081.16,2057.97,368392,4347351,1765,2.5,1.75,6,2019
"2580",2580,2019-06-10,2099.49,27.16,1.31,2087.37,2099.65,2075.51,457641,4214044,1834,2.5,1.75,6,2019
"2581",2581,2019-06-11,2111.81,12.32,0.59,2096.09,2114.57,2094.6,550740,4276695,1878,2.5,1.75,6,2019
"2582",2582,2019-06-12,2108.75,-3.06,-0.14,2111.66,2118.89,2104.41,693508,4661010,1866,2.5,1.75,6,2019
"2583",2583,2019-06-13,2103.15,-5.6,-0.27,2104.46,2108.01,2081.92,553393,5998223,1841,2.5,1.75,6,2019
"2584",2584,2019-06-14,2095.41,-7.74,-0.37,2096.32,2103.02,2087.47,473370,4716416,1817,2.5,1.75,6,2019
"2585",2585,2019-06-17,2090.73,-4.68,-0.22,2091.71,2103.59,2087.25,561550,4255706,1803,2.5,1.75,6,2019
"2586",2586,2019-06-18,2098.71,7.98,0.38,2089.31,2103.02,2089.31,600964,4579592,1830,2.5,1.75,6,2019
"2587",2587,2019-06-19,2124.78,26.07,1.24,2119.54,2126.74,2117.64,862980,4984534,1898,2.5,1.75,6,2019
"2588",2588,2019-06-20,2131.29,6.51,0.31,2121.78,2131.77,2120.42,1007159,3994784,1911,2.5,1.75,6,2019
"2589",2589,2019-06-21,2125.62,-5.67,-0.27,2132.38,2132.68,2120.15,692028,5226303,1900,2.5,1.75,6,2019
"2590",2590,2019-06-24,2126.33,0.71,0.03,2130.32,2134.48,2123.88,669640,4054921,1902,2.5,1.75,6,2019
"2591",2591,2019-06-25,2121.64,-4.69,-0.22,2125.74,2136.24,2115.11,642999,4249732,1893,2.5,1.75,6,2019
"2592",2592,2019-06-26,2121.85,0.21,0.01,2120.2,2128.25,2115.72,736852,4455865,1894,2.5,1.75,6,2019
"2593",2593,2019-06-27,2134.32,12.47,0.59,2120.73,2141.27,2118.22,644900,5122462,1915,2.5,1.75,6,2019
"2594",2594,2019-06-28,2130.62,-3.7,-0.17,2135.06,2139.24,2123.97,537275,4282405,1912,2.5,1.75,6,2019
"2595",2595,2019-07-01,2129.74,-0.88,-0.04,2147.24,2147.24,2126.87,412291,4730193,1910,2.5,1.75,7,2019
"2596",2596,2019-07-02,2122.02,-7.72,-0.36,2122.07,2130.86,2112.52,460830,4107542,1895,2.5,1.75,7,2019
"2597",2597,2019-07-03,2096.02,-26,-1.23,2120.75,2127.71,2093.32,522709,4615984,1827,2.5,1.75,7,2019
